# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov  4 01:22:58 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_facility:  Discovery Facility
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_facility,sy_gaiamag
Kepler-1852 b,Kepler-1852,1,1,0,Transit,Kepler,15.4354000
Kepler-1852 b,Kepler-1852,1,1,0,Transit,Kepler,15.4354000
Kepler-1853 b,Kepler-1853,1,1,0,Transit,Kepler,15.0482000
Kepler-1853 b,Kepler-1853,1,1,0,Transit,Kepler,15.0482000
Kepler-1853 b,Kepler-1853,1,1,0,Transit,Kepler,15.0482000
Kepler-1853 b,Kepler-1853,1,1,0,Transit,Kepler,15.0482000
Kepler-1853 b,Kepler-1853,1,1,0,Transit,Kepler,15.0482000
Kepler-1853 b,Kepler-1853,1,1,0,Transit,Kepler,15.0482000
Kepler-1853 b,Kepler-1853,1,1,0,Transit,Kepler,15.0482000
Kepler-1853 b,Kepler-1853,1,1,0,Transit,Kepler,15.0482000
Kepler-1854 b,Kepler-1854,1,1,0,Transit,Kepler,14.1068000
Kepler-1854 b,Kepler-1854,1,1,0,Transit,Kepler,14.1068000
Kepler-1854 b,Kepler-1854,1,1,0,Transit,Kepler,14.1068000
Kepler-1854 b,Kepler-1854,1,1,0,Transit,Kepler,14.1068000
Kepler-1854 b,Kepler-1854,1,1,0,Transit,Kepler,14.1068000
Kepler-1854 b,Kepler-1854,1,1,0,Transit,Kepler,14.1068000
Kepler-1854 b,Kepler-1854,1,1,0,Transit,Kepler,14.1068000
Kepler-1854 b,Kepler-1854,1,1,0,Transit,Kepler,14.1068000
Kepler-1855 b,Kepler-1855,1,1,0,Transit,Kepler,15.7514000
Kepler-1855 b,Kepler-1855,1,1,0,Transit,Kepler,15.7514000
Kepler-1855 b,Kepler-1855,1,1,0,Transit,Kepler,15.7514000
Kepler-1855 b,Kepler-1855,1,1,0,Transit,Kepler,15.7514000
Kepler-1855 b,Kepler-1855,1,1,0,Transit,Kepler,15.7514000
Kepler-1855 b,Kepler-1855,1,1,0,Transit,Kepler,15.7514000
Kepler-1855 b,Kepler-1855,1,1,0,Transit,Kepler,15.7514000
Kepler-1856 b,Kepler-1856,1,1,0,Transit,Kepler,15.3875000
Kepler-1856 b,Kepler-1856,1,1,0,Transit,Kepler,15.3875000
Kepler-1856 b,Kepler-1856,1,1,0,Transit,Kepler,15.3875000
Kepler-1856 b,Kepler-1856,1,1,0,Transit,Kepler,15.3875000
Kepler-1856 b,Kepler-1856,1,1,0,Transit,Kepler,15.3875000
Kepler-1856 b,Kepler-1856,1,1,0,Transit,Kepler,15.3875000
Kepler-1856 b,Kepler-1856,1,1,0,Transit,Kepler,15.3875000
Kepler-1857 b,Kepler-1857,1,1,0,Transit,Kepler,14.1486000
Kepler-1857 b,Kepler-1857,1,1,0,Transit,Kepler,14.1486000
Kepler-1857 b,Kepler-1857,1,1,0,Transit,Kepler,14.1486000
Kepler-1857 b,Kepler-1857,1,1,0,Transit,Kepler,14.1486000
Kepler-1857 b,Kepler-1857,1,1,0,Transit,Kepler,14.1486000
Kepler-1857 b,Kepler-1857,1,1,0,Transit,Kepler,14.1486000
Kepler-1857 b,Kepler-1857,1,1,0,Transit,Kepler,14.1486000
Kepler-1858 b,Kepler-1858,1,1,0,Transit,Kepler,15.6406000
Kepler-1858 b,Kepler-1858,1,1,0,Transit,Kepler,15.6406000
Kepler-1858 b,Kepler-1858,1,1,0,Transit,Kepler,15.6406000
Kepler-1858 b,Kepler-1858,1,1,0,Transit,Kepler,15.6406000
Kepler-1858 b,Kepler-1858,1,1,0,Transit,Kepler,15.6406000
Kepler-1858 b,Kepler-1858,1,1,0,Transit,Kepler,15.6406000
Kepler-1858 b,Kepler-1858,1,1,0,Transit,Kepler,15.6406000
Kepler-1858 b,Kepler-1858,1,1,0,Transit,Kepler,15.6406000
Kepler-1859 b,Kepler-1859,1,1,0,Transit,Kepler,15.1088000
Kepler-1859 b,Kepler-1859,1,1,0,Transit,Kepler,15.1088000
Kepler-1859 b,Kepler-1859,1,1,0,Transit,Kepler,15.1088000
Kepler-1859 b,Kepler-1859,1,1,0,Transit,Kepler,15.1088000
Kepler-1859 b,Kepler-1859,1,1,0,Transit,Kepler,15.1088000
Kepler-1859 b,Kepler-1859,1,1,0,Transit,Kepler,15.1088000
Kepler-1859 b,Kepler-1859,1,1,0,Transit,Kepler,15.1088000
Kepler-186 b,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 b,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 b,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 b,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 b,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 b,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 b,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 b,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 b,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 b,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 b,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 b,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 b,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 b,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 b,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 b,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 c,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 c,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 c,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 c,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 c,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 c,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 c,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 c,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 c,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 c,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 c,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 c,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 c,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 c,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 c,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 c,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 d,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 d,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 d,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 d,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 d,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 d,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 d,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 d,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 d,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 d,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 d,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 d,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 d,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 d,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 d,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 d,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 e,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 e,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 e,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 e,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 e,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 e,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 e,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 e,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 e,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 e,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 e,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 e,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 e,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 e,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 e,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 f,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 f,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 f,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 f,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 f,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 f,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 f,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 f,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 f,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 f,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 f,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-186 f,Kepler-186,1,5,0,Transit,Kepler,14.5994000
Kepler-1860 b,Kepler-1860,1,1,0,Transit,Kepler,13.4381000
Kepler-1860 b,Kepler-1860,1,1,0,Transit,Kepler,13.4381000
Kepler-1860 b,Kepler-1860,1,1,0,Transit,Kepler,13.4381000
Kepler-1860 b,Kepler-1860,1,1,0,Transit,Kepler,13.4381000
Kepler-1860 b,Kepler-1860,1,1,0,Transit,Kepler,13.4381000
Kepler-1860 b,Kepler-1860,1,1,0,Transit,Kepler,13.4381000
Kepler-1860 b,Kepler-1860,1,1,0,Transit,Kepler,13.4381000
Kepler-1861 b,Kepler-1861,1,1,0,Transit,Kepler,13.6519000
Kepler-1861 b,Kepler-1861,1,1,0,Transit,Kepler,13.6519000
Kepler-1861 b,Kepler-1861,1,1,0,Transit,Kepler,13.6519000
Kepler-1861 b,Kepler-1861,1,1,0,Transit,Kepler,13.6519000
Kepler-1861 b,Kepler-1861,1,1,0,Transit,Kepler,13.6519000
Kepler-1861 b,Kepler-1861,1,1,0,Transit,Kepler,13.6519000
Kepler-1861 b,Kepler-1861,1,1,0,Transit,Kepler,13.6519000
Kepler-1861 b,Kepler-1861,1,1,0,Transit,Kepler,13.6519000
Kepler-1862 b,Kepler-1862,1,1,0,Transit,Kepler,15.8381000
Kepler-1862 b,Kepler-1862,1,1,0,Transit,Kepler,15.8381000
Kepler-1862 b,Kepler-1862,1,1,0,Transit,Kepler,15.8381000
Kepler-1862 b,Kepler-1862,1,1,0,Transit,Kepler,15.8381000
Kepler-1862 b,Kepler-1862,1,1,0,Transit,Kepler,15.8381000
Kepler-1862 b,Kepler-1862,1,1,0,Transit,Kepler,15.8381000
Kepler-1862 b,Kepler-1862,1,1,0,Transit,Kepler,15.8381000
Kepler-1862 b,Kepler-1862,1,1,0,Transit,Kepler,15.8381000
Kepler-1863 b,Kepler-1863,1,1,0,Transit,Kepler,13.4479000
Kepler-1863 b,Kepler-1863,1,1,0,Transit,Kepler,13.4479000
Kepler-1863 b,Kepler-1863,1,1,0,Transit,Kepler,13.4479000
Kepler-1863 b,Kepler-1863,1,1,0,Transit,Kepler,13.4479000
Kepler-1863 b,Kepler-1863,1,1,0,Transit,Kepler,13.4479000
Kepler-1863 b,Kepler-1863,1,1,0,Transit,Kepler,13.4479000
Kepler-1863 b,Kepler-1863,1,1,0,Transit,Kepler,13.4479000
Kepler-1863 b,Kepler-1863,1,1,0,Transit,Kepler,13.4479000
Kepler-1864 b,Kepler-1864,1,1,0,Transit,Kepler,12.0365000
Kepler-1864 b,Kepler-1864,1,1,0,Transit,Kepler,12.0365000
Kepler-1864 b,Kepler-1864,1,1,0,Transit,Kepler,12.0365000
Kepler-1864 b,Kepler-1864,1,1,0,Transit,Kepler,12.0365000
Kepler-1864 b,Kepler-1864,1,1,0,Transit,Kepler,12.0365000
Kepler-1864 b,Kepler-1864,1,1,0,Transit,Kepler,12.0365000
Kepler-1864 b,Kepler-1864,1,1,0,Transit,Kepler,12.0365000
Kepler-1865 b,Kepler-1865,1,1,0,Transit,Kepler,15.5426000
Kepler-1865 b,Kepler-1865,1,1,0,Transit,Kepler,15.5426000
Kepler-1865 b,Kepler-1865,1,1,0,Transit,Kepler,15.5426000
Kepler-1865 b,Kepler-1865,1,1,0,Transit,Kepler,15.5426000
Kepler-1865 b,Kepler-1865,1,1,0,Transit,Kepler,15.5426000
Kepler-1865 b,Kepler-1865,1,1,0,Transit,Kepler,15.5426000
Kepler-1865 b,Kepler-1865,1,1,0,Transit,Kepler,15.5426000
Kepler-1866 b,Kepler-1866,1,1,0,Transit,Kepler,14.3660000
Kepler-1866 b,Kepler-1866,1,1,0,Transit,Kepler,14.3660000
Kepler-1866 b,Kepler-1866,1,1,0,Transit,Kepler,14.3660000
Kepler-1866 b,Kepler-1866,1,1,0,Transit,Kepler,14.3660000
Kepler-1866 b,Kepler-1866,1,1,0,Transit,Kepler,14.3660000
Kepler-1866 b,Kepler-1866,1,1,0,Transit,Kepler,14.3660000
Kepler-1866 b,Kepler-1866,1,1,0,Transit,Kepler,14.3660000
Kepler-1867 b,Kepler-1867,1,1,0,Transit,Kepler,13.4367000
Kepler-1867 b,Kepler-1867,1,1,0,Transit,Kepler,13.4367000
Kepler-1867 b,Kepler-1867,1,1,0,Transit,Kepler,13.4367000
Kepler-1867 b,Kepler-1867,1,1,0,Transit,Kepler,13.4367000
Kepler-1867 b,Kepler-1867,1,1,0,Transit,Kepler,13.4367000
Kepler-1867 b,Kepler-1867,1,1,0,Transit,Kepler,13.4367000
Kepler-1867 b,Kepler-1867,1,1,0,Transit,Kepler,13.4367000
Kepler-1868 b,Kepler-1868,1,1,0,Transit,Kepler,13.8592000
Kepler-1868 b,Kepler-1868,1,1,0,Transit,Kepler,13.8592000
Kepler-1868 b,Kepler-1868,1,1,0,Transit,Kepler,13.8592000
Kepler-1868 b,Kepler-1868,1,1,0,Transit,Kepler,13.8592000
Kepler-1868 b,Kepler-1868,1,1,0,Transit,Kepler,13.8592000
Kepler-1868 b,Kepler-1868,1,1,0,Transit,Kepler,13.8592000
Kepler-1868 b,Kepler-1868,1,1,0,Transit,Kepler,13.8592000
Kepler-1868 b,Kepler-1868,1,1,0,Transit,Kepler,13.8592000
Kepler-1869 b,Kepler-1869,1,1,0,Transit,Kepler,10.0911000
Kepler-1869 b,Kepler-1869,1,1,0,Transit,Kepler,10.0911000
Kepler-1869 b,Kepler-1869,1,1,0,Transit,Kepler,10.0911000
Kepler-1869 b,Kepler-1869,1,1,0,Transit,Kepler,10.0911000
Kepler-1869 b,Kepler-1869,1,1,0,Transit,Kepler,10.0911000
Kepler-1869 b,Kepler-1869,1,1,0,Transit,Kepler,10.0911000
Kepler-1869 b,Kepler-1869,1,1,0,Transit,Kepler,10.0911000
Kepler-1869 b,Kepler-1869,1,1,0,Transit,Kepler,10.0911000
Kepler-187 b,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 b,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 b,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 b,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 b,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 b,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 b,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 b,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 b,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 b,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 c,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 c,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 c,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 c,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 c,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 c,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 c,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 c,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 c,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 c,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-187 c,Kepler-187,1,2,0,Transit,Kepler,14.1753000
Kepler-1870 b,Kepler-1870,1,1,0,Transit,Kepler,13.4199000
Kepler-1870 b,Kepler-1870,1,1,0,Transit,Kepler,13.4199000
Kepler-1870 b,Kepler-1870,1,1,0,Transit,Kepler,13.4199000
Kepler-1870 b,Kepler-1870,1,1,0,Transit,Kepler,13.4199000
Kepler-1870 b,Kepler-1870,1,1,0,Transit,Kepler,13.4199000
Kepler-1870 b,Kepler-1870,1,1,0,Transit,Kepler,13.4199000
Kepler-1870 b,Kepler-1870,1,1,0,Transit,Kepler,13.4199000
Kepler-1870 b,Kepler-1870,1,1,0,Transit,Kepler,13.4199000
Kepler-1871 b,Kepler-1871,1,1,0,Transit,Kepler,14.5440000
Kepler-1871 b,Kepler-1871,1,1,0,Transit,Kepler,14.5440000
Kepler-1871 b,Kepler-1871,1,1,0,Transit,Kepler,14.5440000
Kepler-1871 b,Kepler-1871,1,1,0,Transit,Kepler,14.5440000
Kepler-1871 b,Kepler-1871,1,1,0,Transit,Kepler,14.5440000
Kepler-1871 b,Kepler-1871,1,1,0,Transit,Kepler,14.5440000
Kepler-1871 b,Kepler-1871,1,1,0,Transit,Kepler,14.5440000
Kepler-1872 b,Kepler-1872,1,1,0,Transit,Kepler,15.7802000
Kepler-1872 b,Kepler-1872,1,1,0,Transit,Kepler,15.7802000
Kepler-1872 b,Kepler-1872,1,1,0,Transit,Kepler,15.7802000
Kepler-1872 b,Kepler-1872,1,1,0,Transit,Kepler,15.7802000
Kepler-1872 b,Kepler-1872,1,1,0,Transit,Kepler,15.7802000
Kepler-1872 b,Kepler-1872,1,1,0,Transit,Kepler,15.7802000
Kepler-1872 b,Kepler-1872,1,1,0,Transit,Kepler,15.7802000
Kepler-1873 b,Kepler-1873,1,1,0,Transit,Kepler,15.6097000
Kepler-1873 b,Kepler-1873,1,1,0,Transit,Kepler,15.6097000
Kepler-1873 b,Kepler-1873,1,1,0,Transit,Kepler,15.6097000
Kepler-1873 b,Kepler-1873,1,1,0,Transit,Kepler,15.6097000
Kepler-1873 b,Kepler-1873,1,1,0,Transit,Kepler,15.6097000
Kepler-1873 b,Kepler-1873,1,1,0,Transit,Kepler,15.6097000
Kepler-1873 b,Kepler-1873,1,1,0,Transit,Kepler,15.6097000
Kepler-1874 b,Kepler-1874,1,1,0,Transit,Kepler,14.9565000
Kepler-1874 b,Kepler-1874,1,1,0,Transit,Kepler,14.9565000
Kepler-1874 b,Kepler-1874,1,1,0,Transit,Kepler,14.9565000
Kepler-1874 b,Kepler-1874,1,1,0,Transit,Kepler,14.9565000
Kepler-1874 b,Kepler-1874,1,1,0,Transit,Kepler,14.9565000
Kepler-1874 b,Kepler-1874,1,1,0,Transit,Kepler,14.9565000
Kepler-1874 b,Kepler-1874,1,1,0,Transit,Kepler,14.9565000
Kepler-1874 b,Kepler-1874,1,1,0,Transit,Kepler,14.9565000
Kepler-1875 b,Kepler-1875,1,1,0,Transit,Kepler,15.0014000
Kepler-1875 b,Kepler-1875,1,1,0,Transit,Kepler,15.0014000
Kepler-1875 b,Kepler-1875,1,1,0,Transit,Kepler,15.0014000
Kepler-1875 b,Kepler-1875,1,1,0,Transit,Kepler,15.0014000
Kepler-1875 b,Kepler-1875,1,1,0,Transit,Kepler,15.0014000
Kepler-1875 b,Kepler-1875,1,1,0,Transit,Kepler,15.0014000
Kepler-1875 b,Kepler-1875,1,1,0,Transit,Kepler,15.0014000
Kepler-1875 b,Kepler-1875,1,1,0,Transit,Kepler,15.0014000
Kepler-1876 b,Kepler-1876,1,1,0,Transit,Kepler,10.7582000
Kepler-1876 b,Kepler-1876,1,1,0,Transit,Kepler,10.7582000
Kepler-1876 b,Kepler-1876,1,1,0,Transit,Kepler,10.7582000
Kepler-1876 b,Kepler-1876,1,1,0,Transit,Kepler,10.7582000
Kepler-1876 b,Kepler-1876,1,1,0,Transit,Kepler,10.7582000
Kepler-1876 b,Kepler-1876,1,1,0,Transit,Kepler,10.7582000
Kepler-1876 b,Kepler-1876,1,1,0,Transit,Kepler,10.7582000
Kepler-1877 b,Kepler-1877,1,1,0,Transit,Kepler,12.2289000
Kepler-1877 b,Kepler-1877,1,1,0,Transit,Kepler,12.2289000
Kepler-1877 b,Kepler-1877,1,1,0,Transit,Kepler,12.2289000
Kepler-1877 b,Kepler-1877,1,1,0,Transit,Kepler,12.2289000
Kepler-1877 b,Kepler-1877,1,1,0,Transit,Kepler,12.2289000
Kepler-1877 b,Kepler-1877,1,1,0,Transit,Kepler,12.2289000
Kepler-1877 b,Kepler-1877,1,1,0,Transit,Kepler,12.2289000
Kepler-1878 b,Kepler-1878,1,1,0,Transit,Kepler,15.4030000
Kepler-1878 b,Kepler-1878,1,1,0,Transit,Kepler,15.4030000
Kepler-1878 b,Kepler-1878,1,1,0,Transit,Kepler,15.4030000
Kepler-1878 b,Kepler-1878,1,1,0,Transit,Kepler,15.4030000
Kepler-1878 b,Kepler-1878,1,1,0,Transit,Kepler,15.4030000
Kepler-1878 b,Kepler-1878,1,1,0,Transit,Kepler,15.4030000
Kepler-1878 b,Kepler-1878,1,1,0,Transit,Kepler,15.4030000
Kepler-1879 b,Kepler-1879,1,1,0,Transit,Kepler,12.7877000
Kepler-1879 b,Kepler-1879,1,1,0,Transit,Kepler,12.7877000
Kepler-1879 b,Kepler-1879,1,1,0,Transit,Kepler,12.7877000
Kepler-1879 b,Kepler-1879,1,1,0,Transit,Kepler,12.7877000
Kepler-1879 b,Kepler-1879,1,1,0,Transit,Kepler,12.7877000
Kepler-1879 b,Kepler-1879,1,1,0,Transit,Kepler,12.7877000
Kepler-1879 b,Kepler-1879,1,1,0,Transit,Kepler,12.7877000
Kepler-1879 b,Kepler-1879,1,1,0,Transit,Kepler,12.7877000
Kepler-188 b,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 b,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 b,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 b,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 b,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 b,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 b,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 b,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 b,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 b,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 c,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 c,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 c,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 c,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 c,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 c,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 c,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 c,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 c,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 c,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-188 c,Kepler-188,1,2,0,Transit,Kepler,14.6336000
Kepler-1880 b,Kepler-1880,1,1,0,Transit,Kepler,15.8887000
Kepler-1880 b,Kepler-1880,1,1,0,Transit,Kepler,15.8887000
Kepler-1880 b,Kepler-1880,1,1,0,Transit,Kepler,15.8887000
Kepler-1880 b,Kepler-1880,1,1,0,Transit,Kepler,15.8887000
Kepler-1880 b,Kepler-1880,1,1,0,Transit,Kepler,15.8887000
Kepler-1880 b,Kepler-1880,1,1,0,Transit,Kepler,15.8887000
Kepler-1880 b,Kepler-1880,1,1,0,Transit,Kepler,15.8887000
Kepler-1881 b,Kepler-1881,1,1,0,Transit,Kepler,15.8603000
Kepler-1881 b,Kepler-1881,1,1,0,Transit,Kepler,15.8603000
Kepler-1881 b,Kepler-1881,1,1,0,Transit,Kepler,15.8603000
Kepler-1881 b,Kepler-1881,1,1,0,Transit,Kepler,15.8603000
Kepler-1881 b,Kepler-1881,1,1,0,Transit,Kepler,15.8603000
Kepler-1881 b,Kepler-1881,1,1,0,Transit,Kepler,15.8603000
Kepler-1881 b,Kepler-1881,1,1,0,Transit,Kepler,15.8603000
Kepler-1882 b,Kepler-1882,1,1,0,Transit,Kepler,12.4303000
Kepler-1882 b,Kepler-1882,1,1,0,Transit,Kepler,12.4303000
Kepler-1882 b,Kepler-1882,1,1,0,Transit,Kepler,12.4303000
Kepler-1882 b,Kepler-1882,1,1,0,Transit,Kepler,12.4303000
Kepler-1882 b,Kepler-1882,1,1,0,Transit,Kepler,12.4303000
Kepler-1882 b,Kepler-1882,1,1,0,Transit,Kepler,12.4303000
Kepler-1882 b,Kepler-1882,1,1,0,Transit,Kepler,12.4303000
Kepler-1882 b,Kepler-1882,1,1,0,Transit,Kepler,12.4303000
Kepler-1883 b,Kepler-1883,1,1,0,Transit,Kepler,15.5406000
Kepler-1883 b,Kepler-1883,1,1,0,Transit,Kepler,15.5406000
Kepler-1883 b,Kepler-1883,1,1,0,Transit,Kepler,15.5406000
Kepler-1883 b,Kepler-1883,1,1,0,Transit,Kepler,15.5406000
Kepler-1883 b,Kepler-1883,1,1,0,Transit,Kepler,15.5406000
Kepler-1883 b,Kepler-1883,1,1,0,Transit,Kepler,15.5406000
Kepler-1883 b,Kepler-1883,1,1,0,Transit,Kepler,15.5406000
Kepler-1883 b,Kepler-1883,1,1,0,Transit,Kepler,15.5406000
Kepler-1884 b,Kepler-1884,1,1,0,Transit,Kepler,15.2294000
Kepler-1884 b,Kepler-1884,1,1,0,Transit,Kepler,15.2294000
Kepler-1884 b,Kepler-1884,1,1,0,Transit,Kepler,15.2294000
Kepler-1884 b,Kepler-1884,1,1,0,Transit,Kepler,15.2294000
Kepler-1884 b,Kepler-1884,1,1,0,Transit,Kepler,15.2294000
Kepler-1884 b,Kepler-1884,1,1,0,Transit,Kepler,15.2294000
Kepler-1884 b,Kepler-1884,1,1,0,Transit,Kepler,15.2294000
